公司ID,公司名称,贷款合同ID,贷款起效日期,含供应链信息句子
1006264,Patina Oil & Gas Corp,000119312504216792_0002-(EX-2.1)_AGREEMENT_AND_PLAN_OF_MERGER_AS_OF_DECEMBER_15_2004_dex21.htm,"December 15, 2004","The Company covenants and agrees as to itself and its Subsidiaries that during the period from the date of this Agreement until the Effective Time or the date, if any, on which this Agreement is earlier terminated pursuant to Section 7.1, except as (w) disclosed in Section 5.1 of the Company Disclosure Letter, (x) expressly contemplated or permitted by this Agreement, (y) required by applicable Law, or (z) agreed to in writing by Parent, after the date of this Agreement and prior to the Effective Time: (a) the business of the Company and its Subsidiaries shall be conducted only in the ordinary course consistent with past practice, and the Company shall use its reasonable best efforts to preserve intact its business organization and goodwill and the business organization and goodwill of its Subsidiaries and keep available the services of their current officers and employees and preserve and maintain existing relations with customers, suppliers, officers, employees and creditors; (b) the Company shall not, nor shall it permit any of its Subsidiaries to, (i) enter into any new line of business, or (ii) incur or commit to any capital expenditures, or any obligations or liabilities in 43 connection with any capital expenditures during calendar year 2004 other than capital expenditures and obligations or liabilities incurred or committed to in an amount not greater in the aggregate than, and during the same time period set forth in, the Company’s current capital budget approved by the Company Board in February 2004 and October 2004, the amount of which has been furnished to Parent prior to the date of this Agreement, or (iii) incur or commit to any capital expenditures, or any obligations or liabilities in connection with any capital expenditures during calendar year 2005 other than capital expenditures and obligations or liabilities incurred or committed to in an amount not greater in the aggregate than, and during the same time period set forth in, the Company’s total capital budget for calendar year 2005 approved by the Company Board in December 2004, which has been furnished to Parent prior to the date of this Agreement; (c) the Company shall not, nor shall it permit any of its Subsidiaries to, amend its certificate of incorporation or bylaws or similar organizational documents; (d) the Company shall not, nor shall it permit any of its Subsidiaries (other than direct or indirect wholly owned Subsidiaries) to, declare, set aside or pay any dividend (other than, in the case of the Company, regular quarterly dividends consistent with past practice and in no event exceeding $0.06 per share per quarter) or other distribution, whether payable in cash, stock or any other property or right, with respect to its capital stock; (e) the Company shall not, nor shall it permit any of its Subsidiaries to (i) adjust, split, combine or reclassify any capital stock or issue, grant, sell, transfer, pledge, dispose of or encumber any additional shares of, or securities convertible into or exchangeable for, or options, warrants, calls, commitments or rights of any kind to acquire, any shares of capital stock of any class or of any other such securities or agreements of the Company or any of its Subsidiaries, other than issuances (A) by the Company of Company Options and Company Common Stock to employees and directors of the Company in the ordinary course of the Company’s annual compensation procedures, consistent with past practice and in accordance with Section 5.1(e)(i)(A) of the Company Disclosure Letter; (B) of Company Options to new hires or promoted employees in the ordinary course of business consistent with past practice and in accordance with Section 5.1(e)(i)(B) of the Company Disclosure Letter; (C) pursuant to the Company Warrants and the Company Options outstanding on the date of this Agreement or issued after the date of this Agreement in accordance with clauses (A) or (B) hereof or (D) pursuant to the Company Rights or Company Rights Agreement in effect on the date of this Agreement, or (ii) except as required pursuant to the terms of the Company Plans in effect on the date of this Agreement, redeem, purchase or otherwise acquire directly or indirectly any of its capital stock or any other securities or agreements of the type described in clause (i) of this Section 5.1(e); (f) except as required pursuant to the terms of the Company Plans in effect on the date of this Agreement, the Company shall not, nor shall it permit any of its Subsidiaries to, (i) grant any increase in the compensation or benefits payable or to become payable by the Company or any of its Subsidiaries to any former or current director, officer or employee of the Company or any of its Subsidiaries, except for any such increases in the ordinary course of the Company’s annual compensation procedures, consistent with past practice and in accordance with Section 5.1(f)(i) of the Company Disclosure Letter; (ii) adopt, enter into, amend or otherwise increase, or accelerate the payment or vesting of the amounts, benefits or rights payable or accrued or to become payable or accrued under, any Company Plan (other than entry into employment agreements with new hires in the ordinary course of business consistent with past practice; provided that such employment agreement shall be terminable at will, without penalty (other than severance obligations that accrue under the Company’s Amended and Restated Change in Control Plan as 44 in effect on the date of this Agreement (the “CIC Plan”)) to the Company or any of its Subsidiaries, or (iii) grant any severance or termination pay to any officer, director or employee of the Company or any of its Subsidiaries (other than grants to new hires in the ordinary course consistent with past practice pursuant to the CIC Plan); (g) the Company shall not, nor shall it permit any of its Subsidiaries to, change its methods of accounting in effect as of the date of this Agreement, except in accordance with changes in GAAP as concurred to by the Company’s independent auditors; (h) the Company shall not, nor shall it permit any of its Subsidiaries to (i) acquire any Person or other business organization, division or business by merger, consolidation, purchase of an equity interest or assets, or by any other manner, or (ii) other than in the ordinary course of business consistent with past practice or pursuant to agreements in effect on the date of this Agreement and set forth in Section 3.12 of the Company Disclosure Letter, acquire any assets; (i) other than the sale of inventory and Hydrocarbons in the ordinary course of business consistent with past practice or the sale of any assets pursuant to agreements in effect on the date of this Agreement and set forth in Section 3.12 of the Company Disclosure Letter, the Company shall not, nor shall it permit any of its Subsidiaries to, sell, lease, exchange, transfer or otherwise dispose of, or agree to sell, lease, exchange, transfer or otherwise dispose of, any material Company Assets; (j) the Company shall not, nor shall it permit any of its Subsidiaries to, mortgage, pledge, hypothecate, grant any security interest in, or otherwise subject to any other Lien other than Permitted Liens, any of the Assets; (k) the Company shall not, nor shall it permit any of its Subsidiaries to, (i) except as set forth in clause (ii) below, pay, discharge or satisfy any claims (including claims of stockholders), liabilities or obligations (absolute, accrued, asserted or unasserted, contingent or otherwise) where such payment, discharge or satisfaction would require any payment except for the payment, discharge or satisfaction of liabilities or obligations in accordance with the terms of agreements in effect on the date of this Agreement or entered into after the date of this Agreement in the ordinary course of business consistent with past practice and not in violation of this Agreement, in each case to which the Company or any of its Subsidiaries is bound and except for any payments, discharges or settlements that do not exceed $500,000 individually or $2,500,000 in the aggregate, or (ii) compromise, settle, grant any waiver or release relating to any Litigation, other than settlements or compromises of litigation where the amount paid or to be paid does not exceed $500,000 individually or $2,500,000 in the aggregate; (l) the Company shall not, nor shall it permit any of its Subsidiaries to, engage in any transaction with (except pursuant to agreements in effect at the time of this Agreement and set forth in Section 3.9(a) or 3.18 of the Company Disclosure Letter), or enter into any agreement, arrangement, or understanding with, directly or indirectly, any of the Company’s affiliates; provided, that for the avoidance of doubt, for purposes of this clause (l), the term “affiliates” shall not include any employees of the Company or any of its Subsidiaries, other than the directors and executive officers thereof; (m) the Company shall not, nor shall it permit any of its Subsidiaries to, make or change any material Tax election, amend any Return in any material respect or settle or compromise any material Tax liability; (n) the Company shall not, nor shall it permit any of its Subsidiaries to, take any action that would, or could reasonably be expected to, result in any of its representations and warranties set forth in this Agreement becoming untrue in a manner that would give rise to the failure of the closing condition set forth in Section 6.3(a); 45 (o) the Company shall not, nor shall it permit any of its Subsidiaries to, adopt or enter into a plan of complete or partial liquidation, dissolution, merger, consolidation, restructuring, recapitalization or other reorganization of the Company or any of its Subsidiaries (other than the Merger or with respect to an inactive wholly-owned Subsidiary of the Company) or any agreement relating to an Acquisition Proposal, except as provided for in Section 5.3; (p) the Company shall not, nor shall it permit any of its Subsidiaries to, (i) incur or assume any long-term debt, or except in the ordinary course of business consistent with past practice and in no event exceeding $30,000,000 in the aggregate, incur or assume any short-term indebtedness, (ii) modify the terms of any indebtedness to increase the Company’s obligations with respect thereto (iii) assume, guarantee, endorse or otherwise become liable or responsible (whether directly, contingently or otherwise) for the obligations of any other Person, except in the ordinary course of business consistent with past practice and in no event exceeding $500,000 in the aggregate, (iv) make any loans, advances or capital contributions to, or investments in, any other Person (other than to wholly owned Subsidiaries of the Company, or by such Subsidiaries to the Company, or customary loans or advances to employees in accordance with past practice and in no event exceeding $500,000) in the aggregate, or (v) enter into any material commitment or transaction, except in the ordinary course of business consistent with past practice; (q) the Company shall not, nor shall it permit any of its Subsidiaries to, enter into any agreement, understanding or commitment that materially restrains, limits or impedes the Company’s or any of its Subsidiaries’ ability to compete with or conduct any business or line of business, including geographic limitations on the Company’s or any of its Subsidiaries’ activities; (r) except in the ordinary course of business consistent with past practice, the Company shall not, nor shall it permit any of its Subsidiaries to, modify or amend in any material respect, or terminate, any material contract to which it is a party or waive in any material respect or assign any of its material rights or claims; (s) the Company shall not, nor shall it permit any of its Subsidiaries to, fail to maintain in full force and effect the existing insurance policies covering the Company or its Subsidiaries or their respective properties, assets and businesses or comparable replacement policies, except to the extent such policies cease to be available on commercially reasonable terms; and (t) the Company shall not, nor shall it permit any of its Subsidiaries to, enter into an agreement, contract, commitment or arrangement to do any of the foregoing."
1006264,Patina Oil & Gas Corp,000119312504216792_0002-(EX-2.1)_AGREEMENT_AND_PLAN_OF_MERGER_AS_OF_DECEMBER_15_2004_dex21.htm,"December 15, 2004","No party nor any of its Subsidiaries shall be required to provide access to or to disclose information where such access or disclosure would violate or prejudice the rights of its customers, jeopardize any attorney-client privilege or contravene any Law or binding agreement entered into prior to the date of this Agreement."
1006264,Patina Oil & Gas Corp,000119312504216792_0007-(EX-99.2)_EMPLOYEE_SLIDE_SHOW_PRESENTATION_dex992.htm,"December 16, 2004","/ S. 2 –3 Wells (Frio) 3 2000 2001 2002 2003 YTD 09/04 Impact of International Assets Continues To Grow Year End Reserves 500 400 MMBoe 300 200 100 0 1999 2000 2001 2002 2003 Proved Reserves Unbooked EG Natural Gas Resources 50 40 MBoepd 30 20 10 0 Average Production North Sea Important Producing Area With Growth Potential Core International Asset 30% of 2003 International Production Opportunities to Expand Cook / Hanze Production Two Development Candidates Current Sales of 150+ MMcfpd, Gross Facilities Capacity 600 MMcfpd IEC Contract 630 Bcf (170 MMcfpd) Ashdod (Current) 250 MMcfpd Peak Demand E Tel Aviv (2005) 100 MMcfpd Peak Demand Low Cost Production $.50/Mcf DD&A $.40/Mcf Operating Costs New Potential Customers Bazan Refining Finalized E Desalinization Plant* Dorad IPP 800 MW* AIPM Paper Mill* Ofer IPPs 800 MW Dead Sea Works Over 1 Tcf Resources (NBL WI: 47%) Natural Gas Sales Underway in Israel Significant Future Growth Potential *Preliminary Term Sheet Signed 130 MW Capacity Low Cost Thermal Generator Growing Power Market Future Potential Combined Cycle Third Turbine Exploration Ecuador Natural Gas To Power Project 130 MW Capacity Low Cost Thermal Generator Growing Power Market Future Potential Combined Cycle Third Turbine Exploration Alba Field – A “World-class” Asset 2004 Program ERamp Up Phase 2A EComplete Phase 2B (2Q05) One Billion BOE Gross Proved and Probable Resources New Exploration Block “O” Block “I” Equatorial Guinea Building a Solid Position Appendix (1) Discretionary cash flow is a forward-looking non-GAAP financial measure."
1006264,Patina Oil & Gas Corp,000119312504218553_0002-(EX-10.1)_SEPARATION_AND_CONSULTING_AGREEMENT_dex101.htm,"December 16, 2004","Without limiting the generality of the foregoing, “Confidential Information” shall specifically include all information concerning the manner and details of Company’s operation, organization and management; financial information and/or documents 3 and nonpublic policies, procedures and other printed, written or electronic material generated or used in connection with the Company’s business; the Company’s business plans and strategies, including but not limited to all information associated with any oil, gas or mineral property in which the Company formed an intention to acquire, lease or form any other business relationship prior to the end of the Consulting Period; the identities of the Company’s customers and the specific individual customer representatives with whom the Company works; the details of the Company’s relationship with such customers and customer representatives; the identities of distributors, contractors and vendors utilized in the Company’s business; the details of the Company’s relationships with such distributors, contractors and vendors; the nature of fees and charges made to the Company’s customers; nonpublic forms, contracts and other documents used in the Company’s business; all information concerning the Company’s employees, agents and contractors, including without limitation such persons’ compensation, benefits, skills, abilities, experience, knowledge and shortcomings, if any; proposed projects and areas of intended leasing activity; and all other information concerning the Company’s concepts, prospects, customers, employees, agents, contractors, earnings, products, services, equipment, systems, and/or prospective and executed contracts and other business arrangements."
1226933,TRUMP CASINO FUNDING INC,000119312504219267_0003-(EX-2.2)_DISCLOSURE_STATEMENT_ACCOMPANYING_THE_DEBTORS_PLAN_OF_REORGANIZATION_dex22.htm,"December 15, 2004","TRUMP,” and “TRUMP” and certain related intellectual property rights (collectively the “Licensed Marks”) and use DJT’s likeness solely in connection with casino and gaming 101 activities, and related activities, services, advertising, promotions and products to the extent conducted, provided, sold or distributed in connection with such casino and gaming activities solely within the Reorganized Debtors’ property bearing the “Trump” name or such other offsite locations specified in such agreement, or by direct mail to Reorganized THCR Holdings’ existing or targeted casino customers (collectively, the “Casino Services and Products”)."
1226933,TRUMP CASINO FUNDING INC,000119312504219267_0003-(EX-2.2)_DISCLOSURE_STATEMENT_ACCOMPANYING_THE_DEBTORS_PLAN_OF_REORGANIZATION_dex22.htm,"December 15, 2004","Interest (including OID, if any) paid to a Non-U.S. Holder will not be subject to U.S. federal withholding tax of 30% (or, if applicable, a lower treaty rate) provided that such payments are not effectively connected with a United States trade or business and (1) such Non-U.S. Holder does not directly or indirectly, actually or constructively, own 10% or more of the capital or profits interest in 117 Reorganized THCR Holdings; (2) such Non-U.S. Holder is not a controlled foreign corporation that is related to Reorganized THCR Holdings through actual or constructive stock ownership and is not a bank that received such notes on an extension of credit made pursuant to a loan agreement entered into in the ordinary course of its trade or business; and (3) either (x) the Non-U.S. Holder certifies in a statement provided to the payor, under penalties of perjury, that it is not a “United States person” within the meaning of the Code and provides its name and address, (y) a securities clearing organization, bank or other financial institution that holds customers’ securities in the ordinary course of its trade or business and holds the notes on behalf of the Non-U.S. Holder certifies to the payor under penalties of perjury that it, or the financial institution between it and the Non-U.S. Holder, has received from the Non-U.S. Holder a statement, under penalties of perjury, that such Holder is not a “United States person” and provides the payor with a copy of such statement or (z) the Non-U.S. Holder holds its notes directly through a “qualified intermediary” and certain conditions are satisfied."
1010305,EN POINTE TECHNOLOGIES INC,000095012904010022_0002-(EX-99.1)_EXHIBIT_99.1_a04227exv99w1.htm,"September 30, 2004","“We are extremely pleased to report that En Pointe’s fiscal year ended September 30, 2004 was profitable and that the September 2004 quarter represented our fifth sequential quarter of profitability,” said Bob Din, CEO of En Pointe Technologies, Inc. “As we move into fiscal 2005 and beyond, we will continue to focus our efforts on driving revenue in three markets: Services, including logistics; expanding our software licensing business; and, continuing to meet our customers’ IT fulfillment requirements through operational excellence.” Service revenue in the 2004 fiscal year totaled $42.5 million, an increase of $5.2 million or 14.0% over the service revenue generated in fiscal 2003."
1011060,CARDIOTECH INTERNATIONAL INC,000110465904041144_0005-(EX-10.1)_EX-10.1_a04-15265_1ex10d1.htm,"December 22, 2004","Except as disclosed in the Commission Documents or as set forth on Schedule 2.1(v) hereto, there are no loans, leases, agreements, contracts, royalty agreements, management contracts or arrangements or other continuing transactions between (a) the Company, any Subsidiary or any of their respective customers or suppliers, on the one hand, and (b) on the other hand, any officer, employee, consultant or director of the Company, or any of its Subsidiaries, or any Person owning 5% or more of the capital stock of the Company or any Subsidiary or any member of the immediate family of such officer, employee, consultant, director or 5% or greater stockholder or any corporation or other entity controlled by such officer, employee, consultant, director or stockholder, which require disclosure under applicable securities laws."
1011696,AIRNET SYSTEMS INC,000110465904041402_0002-(EX-10.1)_EX-10.1_a04-15356_1ex10d1.htm,"January 29, 2005","Employee further agrees /s/MS 12/21/04 /s/JB 12/21/04 Initial and date 6 that, unless compelled by a lawful court order or subpoena, he will not discuss with current, future, or former clients or customers of the Company, or any federal, state, or local government officials anything concerning or involving the Company and/or the Released Parties and/or Employee’s employment with the Company."
1011696,AIRNET SYSTEMS INC,000110465904041402_0002-(EX-10.1)_EX-10.1_a04-15356_1ex10d1.htm,"January 29, 2005","For purposes of this Agreement, “Unauthorized Disclosure” shall mean disclosure by the Employee without the prior written consent of the Company to any person, other than an employee of the Company or a /s/MS 12/21/04 /s/JB 12/21/04 Initial and date 7 person to whom disclosure is reasonably necessary or appropriate in connection with the performance by the Employee of duties as an employee of the Company or as may be legally required, of any confidential information with respect to any of the Company’s customers, products, methods of distribution, strategies, business and marketing plans, business policies and practices, litigation strategies or defenses, and plans for new business concepts; provided, however, that such term shall not include the use or disclosure by the Employee, without consent, of any information known generally to the public (other than as a result of disclosure by the Employee in violation of this Paragraph 15)."
